COMPOSITE TABLE
 Factors               i      j   t PlotOutput
  ResRot    201815094122 St0130  21       33.1
  PinPuw    201815094122 St0131  17       13.0
  SprPuw    201815094122 St0131  17        5.4
  Decids    201815094122 St0131  17       35.2
  ResStm    201815094122 St0131  17       14.9
  ResRot    201815094122 St0131  17        9.0
  PinTim    201815094122 St0131  20       60.4
  SprTim    201815094122 St0131  20       31.0
  PinPuw    201815094122 St0131  20       53.9
  SprPuw    201815094122 St0131  20       29.5
  Decids    201815094122 St0131  20        6.4
  ResStm    201815094122 St0131  20       37.6
  ResRot    201815094122 St0131  20       29.6
  PinPuw    201815094122 St0132  16       22.3
  SprPuw    201815094122 St0132  16        8.3
  ResRot    201815094122 St0132  16        6.0
  PinPuw    201815094122 St0133  16       22.3
  SprPuw    201815094122 St0133  16        8.3
  ResRot    201815094122 St0133  16        6.0
  PinPuw    201815094122 St0133  22       12.3
  SprPuw    201815094122 St0133  22        7.2
  Decids    201815094122 St0133  22       75.0
  ResStm    201815094122 St0133  22       25.7
  ResRot    201815094122 St0133  22       14.5
  PinPuw    201815094122 St0134  16       22.3
  SprPuw    201815094122 St0134  16        8.3
  ResRot    201815094122 St0134  16        6.0
  PinTim    201815094122 St0134  22       66.7
  SprTim    201815094122 St0134  22       39.5
  PinPuw    201815094122 St0134  22       45.8
  SprPuw    201815094122 St0134  22       26.8
  Decids    201815094122 St0134  22       83.3
  ResStm    201815094122 St0134  22       58.0
  ResRot    201815094122 St0134  22       40.5
  PinPuw    201815094122 St0135  16       22.3
  SprPuw    201815094122 St0135  16        8.3
  ResRot    201815094122 St0135  16        6.0
  PinPuw    201815094122 St0135  21       11.1
  SprPuw    201815094122 St0135  21        6.2
  Decids    201815094122 St0135  21       67.5
  ResStm    201815094122 St0135  21       23.3
  ResRot    201815094122 St0135  21       13.2
  PinPuw    201815094122 St0136  16       22.3
  SprPuw    201815094122 St0136  16        8.3
  ResRot    201815094122 St0136  16        6.0
  PinTim    201815094122 St0136  21       59.2
  SprTim    201815094122 St0136  21       32.9
  PinPuw    201815094122 St0136  21       44.4
  SprPuw    201815094122 St0136  21       25.2
  Decids    201815094122 St0136  21       75.0
  ResStm    201815094122 St0136  21       53.3
  ResRot    201815094122 St0136  21       37.0
  PinPuw    201815094122 St0137  16       22.3
  SprPuw    201815094122 St0137  16        8.3
  ResRot    201815094122 St0137  16        6.0
  PinTim    201815094122 St0137  20       51.7
  SprTim    201815094122 St0137  20       26.6
  PinPuw    201815094122 St0137  20       42.6
  SprPuw    201815094122 St0137  20       23.5
  Decids    201815094122 St0137  20       66.6
  ResStm    201815094122 St0137  20       48.5
  ResRot    201815094122 St0137  20       33.5
  PinPuw    201815094122 St0138  16       22.3
  SprPuw    201815094122 St0138  16        8.3
  ResRot    201815094122 St0138  16        6.0
  PinTim    201815094122 St0138  19       44.3
  SprTim    201815094122 St0138  19       20.7
  PinPuw    201815094122 St0138  19       40.6
  SprPuw    201815094122 St0138  19       21.6
  Decids    201815094122 St0138  19       58.3
  ResStm    201815094122 St0138  19       43.6
  ResRot    201815094122 St0138  19       29.8
  PinPuw    201815094122 St0140  22       20.1
  SprPuw    201815094122 St0140  22       11.9
  Decids    201815094122 St0140  22       71.3
  ResStm    201815094122 St0140  22       27.4
  ResRot    201815094122 St0140  22       16.3
  PinTim    201815094122 St0141  22       77.4
  SprTim    201815094122 St0141  22       45.9
  PinPuw    201815094122 St0141  22       61.5
  SprPuw    201815094122 St0141  22       36.1
  Decids    201815094122 St0141  22       79.3
  ResStm    201815094122 St0141  22       65.7
  ResRot    201815094122 St0141  22       47.2
  PinPuw    201815094122 St0142  21       18.7
  SprPuw    201815094122 St0142  21       10.4
  Decids    201815094122 St0142  21       64.3
  ResStm    201815094122 St0142  21       25.0
  ResRot    201815094122 St0142  21       14.9
  PinTim    201815094122 St0143  21       69.6
  SprTim    201815094122 St0143  21       38.2
  PinPuw    201815094122 St0143  21       59.7
  SprPuw    201815094122 St0143  21       34.1
  Decids    201815094122 St0143  21       71.4
  ResStm    201815094122 St0143  21       60.9
  ResRot    201815094122 St0143  21       43.4
  PinPuw    201815094122 St0144  20       17.2
  SprPuw    201815094122 St0144  20        9.0
  Decids    201815094122 St0144  20       57.2
  ResStm    201815094122 St0144  20       22.5
  ResRot    201815094122 St0144  20       13.4
  PinTim    201815094122 St0145  20       61.8
  SprTim    201815094122 St0145  20       30.8
  PinPuw    201815094122 St0145  20       57.5
  SprPuw    201815094122 St0145  20       31.8
  Decids    201815094122 St0145  20       63.5
  ResStm    201815094122 St0145  20       55.9
  ResRot    201815094122 St0145  20       39.5
  PinPuw    201815094122 St0146  19       15.6
  SprPuw    201815094122 St0146  19        7.7
  Decids    201815094122 St0146  19       50.1
  ResStm    201815094122 St0146  19       20.1
  ResRot    201815094122 St0146  19       11.9
  PinPuw    201815094122 St0147  19       15.6
  SprPuw    201815094122 St0147  19        7.7
  Decids    201815094122 St0147  19       50.1
  ResStm    201815094122 St0147  19       20.1
  ResRot    201815094122 St0147  19       11.9
  PinTim    201815094122 St0147  22       75.4
  SprTim    201815094122 St0147  22       45.3
  PinPuw    201815094122 St0147  22       56.7
  SprPuw    201815094122 St0147  22       33.9
  Decids    201815094122 St0147  22        9.1
  ResStm    201815094122 St0147  22       43.2
  ResRot    201815094122 St0147  22       34.9
  PinTim    201815094122 St0148  19       53.8
  SprTim    201815094122 St0148  19       24.0
  PinPuw    201815094122 St0148  19       54.9
  SprPuw    201815094122 St0148  19       29.2
  Decids    201815094122 St0148  19       55.6
  ResStm    201815094122 St0148  19       50.7
  ResRot    201815094122 St0148  19       35.5
  PinPuw    201815094122 St0149  18       14.0
  SprPuw    201815094122 St0149  18        6.3
  Decids    201815094122 St0149  18       43.1
  ResStm    201815094122 St0149  18       17.5
  ResRot    201815094122 St0149  18       10.4
  PinPuw    201815094122 St0150  18       14.0
  SprPuw    201815094122 St0150  18        6.3
  Decids    201815094122 St0150  18       43.1
  ResStm    201815094122 St0150  18       17.5
  ResRot    201815094122 St0150  18       10.4
  PinTim    201815094122 St0150  22       77.7
  SprTim    201815094122 St0150  22       46.3
  PinPuw    201815094122 St0150  22       57.9
  SprPuw    201815094122 St0150  22       34.6
  Decids    201815094122 St0150  22        9.3
  ResStm    201815094122 St0150  22       44.3
  ResRot    201815094122 St0150  22       35.8
  PinPuw    201815094122 St0151  18       14.0
  SprPuw    201815094122 St0151  18        6.3
  Decids    201815094122 St0151  18       43.1
  ResStm    201815094122 St0151  18       17.5
  ResRot    201815094122 St0151  18       10.4
  PinTim    201815094122 St0151  21       68.2
  SprTim    201815094122 St0151  21       38.1
  PinPuw    201815094122 St0151  21       55.1
  SprPuw    201815094122 St0151  21       32.0
  Decids    201815094122 St0151  21        8.2
  ResStm    201815094122 St0151  21       40.6
  ResRot    201815094122 St0151  21       32.3
  PinTim    201815094122 St0152  18       45.9
  PinPuw    201815094122 St0152  18       51.8
  SprPuw    201815094122 St0152  18       44.1
  Decids    201815094122 St0152  18       47.9
  ResStm    201815094122 St0152  18       45.3
  ResRot    201815094122 St0152  18       31.4
  PinTim    201815094122 St0153  18       45.9
  PinPuw    201815094122 St0153  18       51.8
  SprPuw    201815094122 St0153  18       44.1
  Decids    201815094122 St0153  18       47.9
  ResStm    201815094122 St0153  18       45.3
  ResRot    201815094122 St0153  18       31.4
  PinPuw    201815094122 St0154  17       12.3
  SprPuw    201815094122 St0154  17        5.1
  Decids    201815094122 St0154  17       36.6
  ResStm    201815094122 St0154  17       15.2
  ResRot    201815094122 St0154  17        9.0
  PinPuw    201815094122 St0155  17       12.3
  SprPuw    201815094122 St0155  17        5.1
  Decids    201815094122 St0155  17       36.6
  ResStm    201815094122 St0155  17       15.2
  ResRot    201815094122 St0155  17        9.0
  PinTim    201815094122 St0155  22       24.1
  PinPuw    201815094122 St0155  22       17.8
  SprPuw    201815094122 St0155  22       24.4
  Decids    201815094122 St0155  22        2.5
  ResStm    201815094122 St0155  22       14.0
  ResRot    201815094122 St0155  22       11.3
  PinPuw    201815094122 St0156  17       12.3
  SprPuw    201815094122 St0156  17        5.1
  Decids    201815094122 St0156  17       36.6
  ResStm    201815094122 St0156  17       15.2
  ResRot    201815094122 St0156  17        9.0
  PinTim    201815094122 St0156  22       80.2
  SprTim    201815094122 St0156  22       47.1
  PinPuw    201815094122 St0156  22       59.2
  SprPuw    201815094122 St0156  22       34.3
  Decids    201815094122 St0156  22        8.4
  ResStm    201815094122 St0156  22       45.0
  ResRot    201815094122 St0156  22       36.4
  PinPuw    201815094122 St0157  17       12.3
  SprPuw    201815094122 St0157  17        5.1
  Decids    201815094122 St0157  17       36.6
  ResStm    201815094122 St0157  17       15.2
  ResRot    201815094122 St0157  17        9.0
  PinTim    201815094122 St0157  21       70.6
  SprTim    201815094122 St0157  21       38.7
  PinPuw    201815094122 St0157  21       56.4
  SprPuw    201815094122 St0157  21       31.8
  Decids    201815094122 St0157  21        7.5
  ResStm    201815094122 St0157  21       41.3
  ResRot    201815094122 St0157  21       33.0
  PinPuw    201815094122 St0158  17       12.3
  SprPuw    201815094122 St0158  17        5.1
  Decids    201815094122 St0158  17       36.6
  ResStm    201815094122 St0158  17       15.2
  ResRot    201815094122 St0158  17        9.0
  PinTim    201815094122 St0158  20       61.0
  SprTim    201815094122 St0158  20       31.0
  PinPuw    201815094122 St0158  20       53.3
  SprPuw    201815094122 St0158  20       29.1
  Decids    201815094122 St0158  20        6.6
  ResStm    201815094122 St0158  20       37.5
  ResRot    201815094122 St0158  20       29.6
  PinPuw    201815094122 St0159  16       21.0
  SprPuw    201815094122 St0159  16        7.7
  ResRot    201815094122 St0159  16        5.7
  PinPuw    201815094122 St0160  16       21.0
  SprPuw    201815094122 St0160  16        7.7
  ResRot    201815094122 St0160  16        5.7
  PinPuw    201815094122 St0160  22       12.1
  SprPuw    201815094122 St0160  22        7.1
  Decids    201815094122 St0160  22       76.2
  ResStm    201815094122 St0160  22       26.1
  ResRot    201815094122 St0160  22       14.7
  PinPuw    201815094122 St0161  16       21.0
  SprPuw    201815094122 St0161  16        7.7
  ResRot    201815094122 St0161  16        5.7
  PinTim    201815094122 St0161  22       67.5
  SprTim    201815094122 St0161  22       39.7
  PinPuw    201815094122 St0161  22       45.8
  SprPuw    201815094122 St0161  22       26.8
  Decids    201815094122 St0161  22       84.7
  ResStm    201815094122 St0161  22       58.8
  ResRot    201815094122 St0161  22       40.9
  PinPuw    201815094122 St0162  16       21.0
  SprPuw    201815094122 St0162  16        7.7
  ResRot    201815094122 St0162  16        5.7
  PinPuw    201815094122 St0162  21       10.9
  SprPuw    201815094122 St0162  21        6.1
  Decids    201815094122 St0162  21       68.8
  ResStm    201815094122 St0162  21       23.7
  ResRot    201815094122 St0162  21       13.3
  PinPuw    201815094122 St0163  16       21.0
  SprPuw    201815094122 St0163  16        7.7
  ResRot    201815094122 St0163  16        5.7
  PinTim    201815094122 St0163  21       60.0
  SprTim    201815094122 St0163  21       33.0
  PinPuw    201815094122 St0163  21       44.4
  SprPuw    201815094122 St0163  21       25.3
  Decids    201815094122 St0163  21       76.4
  ResStm    201815094122 St0163  21       54.1
  ResRot    201815094122 St0163  21       37.4
  PinPuw    201815094122 St0164  16       21.0
  SprPuw    201815094122 St0164  16        7.7
  ResRot    201815094122 St0164  16        5.7
  PinTim    201815094122 St0164  20       52.5
  SprTim    201815094122 St0164  20       26.7
  PinPuw    201815094122 St0164  20       42.7
  SprPuw    201815094122 St0164  20       23.6
  Decids    201815094122 St0164  20       68.1
  ResStm    201815094122 St0164  20       49.3
  ResRot    201815094122 St0164  20       33.9
  PinPuw    201815094122 St0165  16       21.0
  SprPuw    201815094122 St0165  16        7.7
  ResRot    201815094122 St0165  16        5.7
  PinTim    201815094122 St0165  19       45.0
  SprTim    201815094122 St0165  19       20.8
  PinPuw    201815094122 St0165  19       40.7
  SprPuw    201815094122 St0165  19       21.7
  Decids    201815094122 St0165  19       59.8
  ResStm    201815094122 St0165  19       44.4
  ResRot    201815094122 St0165  19       30.2
  SprTim    201815094122 St0166   2       58.0
  SprPuw    201815094122 St0166   2       61.5
  Decids    201815094122 St0166   2       70.0
  ResStm    201815094122 St0166   2       45.1
  ResRot    201815094122 St0166   2       30.5
  PinPuw    201815094122 St0167  16       23.4
  SprPuw    201815094122 St0167  16        9.6
  ResRot    201815094122 St0167  16        6.4
  PinPuw    201815094122 St0168  16       23.4
  SprPuw    201815094122 St0168  16        9.6
  ResRot    201815094122 St0168  16        6.4
  PinPuw    201815094122 St0168  22       13.3
  SprPuw    201815094122 St0168  22        8.3
  Decids    201815094122 St0168  22       81.1
  ResStm    201815094122 St0168  22       27.6
  ResRot    201815094122 St0168  22       15.7
  PinPuw    201815094122 St0169  16       23.4
  SprPuw    201815094122 St0169  16        9.6
  ResRot    201815094122 St0169  16        6.4
  PinTim    201815094122 St0169  22       71.7
